,speaker,index,word,time,word.dur,voicing.dur,vowel.dur,cluster.dur,spreading.dur,sonorant.dur,closure.dur,vor,voffr,mor,cond_no,ipa,cons1,vowel,height,anteroposterior,roundness,consonant,manner,place,aspiration,syllables,syl_structure,gloss,pos,comp,contx
80,brs02,2,kamba,30.12783598,482.646467,164.776456,72.91801726,173.9724774,0,101.8584388,72.1140386,236.8904946,72.1140386,173.9724774,36,kʰampa,asp,a,low,front,unrounded,m,nasal,labial,no,di,cvncv,comb,n,c,cc
81,jj04,5,kokk,49.32262305,379.7148193,100.1090955,75.98440332,131.1798698,35.45344602,69.5781382,61.6017316,197.1642731,97.05517763,131.1798698,1,kʰoʰk,asp,o,mid,back,round,ʰk,stop,velar,yes,mono,cvcc,cook,n,c,cc
82,jj04,20,kapli,95.23220755,510.5022009,113.967847,86.92352621,181.2909464,49.93877551,86.98309627,94.30785012,258.2144726,144.2466256,181.2909464,58,kʰaʰplɪ,asp,a,low,front,unrounded,ʰp,stop,labial,yes,di,cvccv,cable,n,x,cx
83,tt01,65,punta,204.7886841,496.6032841,90.46340769,68.42987073,258.9129864,138.2740073,170.3075442,88.60544218,317.3428571,226.8794495,258.9129864,39,pʰʏn̥ta,asp,ʏ,high,front,round,n̥,nasal,coronal,yes,di,cvncv,decoration,n,c,cc
84,brs02,10,dult,57.08775913,420.229213,123.1976991,73.89432501,207.6294689,94.61839692,153.921771,53.70769782,271.5237939,148.3260947,207.6294689,46,tʏl̥t,nasp,ʏ,high,front,round,l̥,lateral,coronal,yes,mono,cvlc,reticent,adj,c,cc
85,brs02,73,kempa,250.0178118,472.8517758,142.2739763,84.2292769,179.7315776,44.36547953,112.4101789,67.32139873,253.9608545,111.6868783,179.7315776,37,cʰem̥pa,asp,e,mid,front,unrounded,m̥,nasal,labial,yes,di,cvncv,hero,n,c,cc
86,tt01,123,duld,373.61824,454.7681529,231.6460909,111.1912049,244.4761304,14.97029072,145.4251767,99.05095371,345.6673353,114.0212444,244.4761304,45,tʏlt,nasp,ʏ,high,front,round,l,lateral,coronal,no,mono,cvlc,complex,adj,c,cc
87,jj04,148,kembt,492.2639631,549.178569,140.558615,93.26773567,282.9679448,0,57.29087931,225.6770654,366.2356804,225.6770654,282.9679448,33,cʰem̥t,asp,e,mid,front,unrounded,m̥,nasal,labial,yes,mono,cvcc,comb,v,c,cc
88,tt01,124,duld,376.1399977,480.5283447,220.0948807,107.717623,236.5376619,30.91815175,153.2954095,83.24225246,334.2552849,114.1604042,236.5376619,45,tʏlt,nasp,ʏ,high,front,round,l,lateral,coronal,no,mono,cvlc,complex,adj,c,cc
89,jj04,74,kubb,242.849966,407.3611111,77.08296994,87.08296994,146.6328042,NA,NA,146.6328042,223.7157742,146.6328042,NA,6,cʰʏpp,asp,ʏ,high,front,round,pp,stop,labial,no,mono,cvcc,block of wood,n,c,cc
90,bte03,160,dult,839.4090249,568.2690854,131.4214023,98.08508528,304.207304,129.7002711,173.0365881,131.1707159,392.2923893,260.870987,304.207304,46,tʏl̥t,nasp,ʏ,high,front,round,l̥,lateral,coronal,yes,mono,cvlc,reticent,adj,c,cc
91,shg05,129,kinn,348.7363811,298.2589623,165.386779,75.38549058,154.336212,51.19652305,100.0012884,NA,NA,NA,NA,44,cʰɪnn,asp,i,high,front,unrounded,nn,geminate,coronal,no,mono,cvcc,cheek,n,x,cx
92,jj04,29,kembdi,119.5483303,521.049091,192.5475651,83.30882194,220.1371342,0,119.2387431,100.8983911,293.4459562,100.8983911,220.1371342,34,cʰemtɪ,asp,e,mid,front,unrounded,m,nasal,labial,no,di,cvccv,comb,v,c,cc
93,brs02,18,kapli,81.36259304,479.7972316,77.21477023,76.51050238,172.7619745,86.80532573,97.50959358,75.25238095,239.2724769,162.0577067,172.7619745,58,kʰaʰplɪ,asp,a,low,front,unrounded,ʰp,stop,labial,yes,di,cvccv,cable,n,x,cx
94,bte03,20,gelta,160.0911338,603.1175445,116.9885948,112.1273558,246.4693068,143.53633,158.397569,88.07173779,348.5966626,231.6080678,246.4693068,47,cel̥ta,nasp,e,mid,front,unrounded,l̥,lateral,coronal,yes,di,cvlcv,bark,v,c,cc
95,brs02,111,gelda,359.7821512,548.8567386,246.4346315,121.1633563,190.0527211,0,135.2712752,54.78144591,301.2160774,54.78144591,190.0527211,48,celta,nasp,e,mid,front,unrounded,l,lateral,coronal,no,di,cvlcv,castrate,v,c,cc
96,tt01,153,kafli,465.4663413,466.2822622,85.01244777,95.01244777,147.1390779,NA,NA,147.1390779,232.1515256,147.1390779,NA,57,kʰaplɪ,asp,a,low,front,unrounded,p,stop,labial,no,di,cvccv,part,n,x,cx
97,shg05,117,kembdi,319.1364739,474.6769237,240.1967774,80.77664399,236.2317334,0,169.4201334,66.8116,307.0083774,66.8116,236.2317334,34,cʰemtɪ,asp,e,mid,front,unrounded,m,nasal,labial,no,di,cvccv,comb,v,c,cc
98,brs02,123,tipla,391.2879053,563.497216,149.8073822,73.23926608,210.4113836,1.778155707,88.34627184,122.0651118,273.6506497,123.8432675,210.4113836,60,tʰɪʰpla,asp,ɪ,high,front,unrounded,ʰp,stop,labial,yes,di,cvccv,tiptoe,v,x,cx
99,tt01,60,takka,190.5969886,520.7906121,131.47005,115.8064407,191.9181822,77.34967765,103.0132869,88.90489529,297.7246229,166.2545729,191.9181822,25,tʰaʰka,asp,a,low,front,unrounded,ʰk,stop,velar,yes,di,cvccv,key,n,c,cc
100,shg05,18,kamba,48.86600421,455.8205557,181.8931878,95.26733114,161.0121001,0,96.62585669,64.38624339,246.2794312,64.38624339,161.0121001,36,kʰampa,asp,a,low,front,unrounded,m,nasal,labial,no,di,cvncv,comb,n,c,cc
101,jj04,94,gelta,301.2546452,465.1328673,117.4791558,98.23096823,206.107598,81.2183055,110.466493,95.64110493,294.3385662,176.8594104,206.107598,47,cel̥ta,nasp,e,mid,front,unrounded,l̥,lateral,coronal,yes,di,cvlcv,bark,v,c,cc
102,tt01,125,pund,379.4039371,490.0140794,233.5616564,108.7000389,228.3264701,0,134.8616175,93.46485261,327.026509,93.46485261,228.3264701,32,pʰʏnt,asp,ʏ,high,front,round,n,nasal,coronal,no,mono,cvnc,pound,n,c,cc
103,bte03,137,kagga,746.6459221,532.4435806,106.2276877,116.2276877,161.3535255,NA,NA,161.3535255,267.5812132,161.3535255,NA,26,kʰakka,asp,a,low,front,unrounded,kk,stop,velar,no,di,cvccv,barrel,n,c,cc
104,tt01,168,gelda,513.1787994,488.4098639,196.8974206,126.436378,193.6184917,21.85448935,102.3155319,91.30295978,310.0548697,113.1574491,193.6184917,48,celta,nasp,e,mid,front,unrounded,l,lateral,coronal,no,di,cvlcv,castrate,v,c,cc
105,brs02,1,kamba,24.37225867,532.7594212,222.6566808,84.46193739,190.2453859,0,148.1947434,42.05064248,264.7073233,42.05064248,190.2453859,36,kʰampa,asp,a,low,front,unrounded,m,nasal,labial,no,di,cvncv,comb,n,c,cc
106,jj04,42,dögg,153.5047648,374.0758587,114.6705719,124.6705719,127.4829932,NA,NA,127.4829932,242.1535651,127.4829932,NA,4,tœkk,nasp,œ,mid,front,round,kk,stop,velar,no,mono,cvcc,dew,n,c,cc
107,bte03,44,detta,302.2653175,546.4321569,184.0233038,108.4688774,202.9129988,12.89272774,98.44715415,104.4658447,301.3818762,117.3585724,202.9129988,27,teʰta,nasp,e,mid,front,unrounded,ʰt,stop,coronal,yes,di,cvccv,fall,v,c,cc
108,shg05,15,punta,40.4563902,435.233505,87.24470579,70.66931614,182.2216482,115.4157218,141.9911115,40.23053666,242.8909643,155.6462585,182.2216482,39,pʰʏn̥ta,asp,ʏ,high,front,round,n̥,nasal,coronal,yes,di,cvncv,decoration,n,c,cc
109,tt01,94,kamba,286.5050235,471.2862583,184.5768992,89.69641181,205.5495023,0,104.8804874,100.6690149,285.2459141,100.6690149,205.5495023,36,kʰampa,asp,a,low,front,unrounded,m,nasal,labial,no,di,cvncv,comb,n,c,cc
110,shg05,104,kopp,282.2834717,345.8779633,73.90402303,75.14352201,147.5279128,57.64172336,66.40222438,81.12568837,212.6714348,138.7674117,147.5279128,5,kʰoʰp,asp,o,mid,back,round,ʰp,stop,labial,yes,mono,cvcc,chamber pot,n,c,cc
111,brs02,131,kinn,419.0186347,456.5627992,316.8131141,108.542735,202.8266723,56.57514578,218.2703791,NA,NA,NA,NA,44,cʰɪnn,asp,i,high,front,unrounded,nn,geminate,coronal,no,mono,cvcc,cheek,n,x,cx
112,bte03,148,gedda,791.6802305,544.2773417,102.8494247,112.8494247,191.3580247,NA,NA,191.3580247,294.2074494,191.3580247,NA,28,cetta,nasp,e,mid,front,unrounded,tt,stop,coronal,no,di,cvccv,pike,n,c,cc
113,shg05,97,gelda,265.1809811,381.466967,142.5496493,82.59446874,167.9792274,17.36645046,87.32163103,80.65759637,240.5736961,98.02404683,167.9792274,48,celta,nasp,e,mid,front,unrounded,l,lateral,coronal,no,di,cvlcv,castrate,v,c,cc
114,brs02,61,dögg,214.7627033,386.9750162,94.13931835,104.1393184,132.1148904,NA,NA,132.1148904,226.2542088,132.1148904,NA,4,tœkk,nasp,œ,mid,front,round,kk,stop,velar,no,mono,cvcc,dew,n,c,cc
115,brs02,69,gedda,239.5818277,462.5733182,92.22284518,102.2228452,172.5002851,NA,NA,172.5002851,264.7231302,172.5002851,NA,28,cetta,nasp,e,mid,front,unrounded,tt,stop,coronal,no,di,cvccv,pike,n,c,cc
116,bte03,147,gedda,788.3587188,529.9227373,99.29855746,109.2985575,202.9854713,NA,NA,202.9854713,302.2840287,202.9854713,NA,28,cetta,nasp,e,mid,front,unrounded,tt,stop,coronal,no,di,cvccv,pike,n,c,cc
117,brs02,46,punt,171.588414,439.6855883,140.1457339,86.56724494,192.6849929,67.93388232,131.5123713,61.17262165,269.2522379,129.106504,192.6849929,31,pʰʏn̥t,asp,ʏ,high,front,round,n̥,nasal,coronal,yes,mono,cvnc,decoration,n,c,cc
118,jj04,44,punda,166.873514,522.5959047,175.3731189,82.06813028,186.9444444,0,103.3049887,83.63945578,259.0125747,83.63945578,186.9444444,40,pʰʏnta,asp,ʏ,high,front,round,n,nasal,coronal,no,di,cvncv,pound,n,c,cc
119,brs02,109,kemba,355.175068,517.9264126,245.6180423,92.97047073,200.4014969,0,162.6475715,37.75392532,283.3719676,37.75392532,200.4014969,38,cʰempa,asp,e,mid,front,unrounded,m,nasal,labial,no,di,cvncv,comb,v,c,cc
120,bte03,46,kemba,312.3371088,577.5564771,161.8236961,84.42185822,260.1115885,120.0113379,207.4131758,52.6984127,334.5334467,172.7097506,260.1115885,38,cʰempa,asp,e,mid,front,unrounded,m,nasal,labial,no,di,cvncv,comb,v,c,cc
121,tt01,130,kemba,394.3418758,493.3791101,185.5674902,118.3619729,181.2355327,0,77.20551723,104.0300155,289.5975057,104.0300155,181.2355327,38,cʰempa,asp,e,mid,front,unrounded,m,nasal,labial,no,di,cvncv,comb,v,c,cc
122,jj04,114,kopp,400.8262642,456.079932,103.0007559,87.63823478,219.9090063,85.62358277,110.9861038,108.9229025,297.5472411,194.5464853,219.9090063,5,kʰoʰp,asp,o,mid,back,round,ʰp,stop,labial,yes,mono,cvcc,chamber pot,n,c,cc
123,jj04,25,takka,108.2703308,505.5923097,121.3075433,86.30753033,171.9485565,53.424734,98.42474701,73.52380952,248.2560869,126.9485435,171.9485565,25,tʰaʰka,asp,a,low,front,unrounded,ʰk,stop,velar,yes,di,cvccv,key,n,c,cc
124,tt01,175,kempa,535.7391943,500.0312501,139.3914701,114.7279243,205.3222143,76.43594238,111.0994882,94.22272613,310.0501386,170.6586685,205.3222143,37,cʰem̥pa,asp,e,mid,front,unrounded,m̥,nasal,labial,yes,di,cvncv,hero,n,c,cc
125,shg05,111,kampa,304.8830537,403.836666,108.4558903,64.42932729,180.9705215,60.44244682,114.4690098,66.50151172,235.3998488,126.9439585,180.9705215,35,kʰam̥pa,asp,a,low,front,unrounded,m̥,nasal,labial,yes,di,cvncv,moustache,n,c,cc
126,shg05,122,hefna,331.077546,340.9050066,49.53753979,59.53753979,62.23230033,NA,NA,62.23230033,111.7698401,62.23230033,NA,53,hepna,fri,e,mid,front,unrounded,p,stop,labial,no,di,cvccv,avenge,v,x,cx
127,jj04,12,detta,68.61568556,493.1940493,162.9038801,105.0350383,183.0570503,32.10147392,99.97031566,83.08673469,278.0920887,115.1882086,183.0570503,27,teʰta,nasp,e,mid,front,unrounded,ʰt,stop,coronal,yes,di,cvccv,fall,v,c,cc
128,shg05,135,kagga,363.6469534,372.9143721,70.05120328,80.05120328,113.7086459,NA,NA,113.7086459,183.7598491,113.7086459,NA,26,kʰakka,asp,a,low,front,unrounded,kk,stop,velar,no,di,cvccv,barrel,n,c,cc
129,jj04,102,kinn,363.2817082,386.3076342,242.5759637,101.2648022,188.4934807,NA,151.3111615,NA,NA,NA,NA,44,cʰɪnn,asp,i,high,front,unrounded,nn,geminate,coronal,no,mono,cvcc,cheek,n,x,cx
130,shg05,106,kopp,286.7890729,343.1065578,90.87348828,78.30313905,161.5373187,61.1404006,83.71074984,77.82656883,229.8404577,138.9669694,161.5373187,5,kʰoʰp,asp,o,mid,back,round,ʰp,stop,labial,yes,mono,cvcc,chamber pot,n,c,cc
131,jj04,100,kinn,358.712158,412.8832927,247.1941015,91.64137062,188.4934807,NA,165.5527309,NA,NA,NA,NA,44,cʰɪnn,asp,i,high,front,unrounded,nn,geminate,coronal,no,mono,cvcc,cheek,n,x,cx
132,tt01,73,kamb,227.1524396,542.3963653,242.2777371,115.5975171,301.320606,0,136.68022,164.6403861,406.9181231,164.6403861,301.320606,30,kʰamp,asp,a,low,front,unrounded,m,nasal,labial,no,mono,cvnc,comb,n,c,cc
133,bte03,165,tipla,863.7828345,607.428906,159.8384018,115.1464735,192.9114412,33.81618382,88.50811212,104.4033291,298.0579147,138.2195129,192.9114412,60,tʰɪʰpla,asp,ɪ,high,front,unrounded,ʰp,stop,labial,yes,di,cvccv,tiptoe,v,x,cx
134,bte03,85,kinn,510.2452872,454.9622071,298.361997,84.60832273,192.9677307,0,223.7536743,NA,NA,NA,NA,44,cʰɪnn,asp,i,high,front,unrounded,nn,geminate,coronal,no,mono,cvcc,cheek,n,x,cx
135,brs02,57,punta,203.0424792,516.8532759,99.62922543,67.01940035,211.9082647,93.33649419,135.9463193,75.96194546,268.9276651,169.2984397,211.9082647,39,pʰʏn̥ta,asp,ʏ,high,front,round,n̥,nasal,coronal,yes,di,cvncv,decoration,n,c,cc
136,brs02,96,hefna,318.0312191,492.4442106,67.13733852,77.13733852,137.2607237,NA,NA,137.2607237,204.3980623,137.2607237,NA,53,hepna,fri,e,mid,front,unrounded,p,stop,labial,no,di,cvccv,avenge,v,x,cx
137,tt01,99,kamp,300.9576799,439.7842369,118.4798676,95.10822502,237.5787477,117.3476946,150.7193372,86.85941043,322.6869727,204.2071051,237.5787477,29,kʰam̥p,asp,a,low,front,unrounded,m̥,nasal,labial,yes,mono,cvnc,moustache,n,c,cc
138,jj04,55,punt,198.6222455,481.702381,116.8119946,84.57989999,208.4355284,87.82626066,130.0583553,78.37717309,283.0154284,166.2034338,208.4355284,31,pʰʏn̥t,asp,ʏ,high,front,round,n̥,nasal,coronal,yes,mono,cvnc,decoration,n,c,cc
139,shg05,96,gelda,262.7487642,407.9200165,145.1261665,88.83493004,174.7332165,26.49932584,92.79056226,81.94265425,253.5681466,108.4419801,174.7332165,48,celta,nasp,e,mid,front,unrounded,l,lateral,coronal,no,di,cvlcv,castrate,v,c,cc
140,brs02,79,dökk,266.6853215,428.76395,173.2641813,94.38187779,220.8248134,41.43221574,130.3145193,90.51029406,305.2066911,131.9425098,220.8248134,3,tœʰk,nasp,œ,mid,front,round,ʰk,stop,velar,yes,mono,cvcc,dark,adj,c,cc
141,jj04,109,kamp,387.3030175,476.6300885,137.4864575,95.45721142,248.2679083,76.13662132,128.1658674,120.1020408,333.7251197,196.2386621,248.2679083,29,kʰam̥p,asp,a,low,front,unrounded,m̥,nasal,labial,yes,mono,cvnc,moustache,n,c,cc
142,brs02,127,gelta,408.934036,526.150528,148.5754909,91.52922844,213.3250405,41.0620218,108.1082843,105.2167562,294.8542689,146.278778,213.3250405,47,cel̥ta,nasp,e,mid,front,unrounded,l̥,lateral,coronal,yes,di,cvlcv,bark,v,c,cc
143,jj04,142,kafli,476.5568141,468.0791761,88.67454918,98.67454918,135.2875499,NA,NA,135.2875499,223.9620991,135.2875499,NA,57,kʰaplɪ,asp,a,low,front,unrounded,p,stop,labial,no,di,cvccv,part,n,x,cx
144,tt01,157,kampa,477.5552061,501.1602234,114.7762661,80.16754036,239.4205171,108.292517,152.9012427,86.51927438,309.5880574,194.8117914,239.4205171,35,kʰam̥pa,asp,a,low,front,unrounded,m̥,nasal,labial,yes,di,cvncv,moustache,n,c,cc
145,bte03,96,kapli,563.267449,567.8302559,126.6952578,100.3040069,205.6308579,72.14210128,108.5333522,97.09750567,295.9348648,169.239607,205.6308579,58,kʰaʰplɪ,asp,a,low,front,unrounded,ʰp,stop,labial,yes,di,cvccv,cable,n,x,cx
146,tt01,126,pund,382.3583612,537.5714867,231.3956792,112.2965099,230.8957853,0,129.0991692,101.7966161,333.1922952,101.7966161,230.8957853,32,pʰʏnt,asp,ʏ,high,front,round,n,nasal,coronal,no,mono,cvnc,pound,n,c,cc
147,brs02,102,gogg,336.1184694,368.7236799,109.4826405,119.4826405,122.0797622,NA,NA,122.0797622,231.5624027,122.0797622,NA,2,kokk,nasp,o,mid,back,round,kk,stop,velar,no,mono,cvcc,beak,n,c,cc
148,tt01,173,kempa,529.2960431,470.9276024,138.3396867,104.4835028,195.4097081,81.86153628,125.7177202,69.69198791,289.8932108,151.5535242,195.4097081,37,cʰem̥pa,asp,e,mid,front,unrounded,m̥,nasal,labial,yes,di,cvncv,hero,n,c,cc
149,jj04,54,pund,196.460312,455.1868284,112.7845805,76.86696901,211.239607,83.86103013,129.7786416,81.46096534,278.106576,165.3219955,211.239607,32,pʰʏnt,asp,ʏ,high,front,round,n,nasal,coronal,no,mono,cvnc,pound,n,c,cc
150,brs02,43,kamp,160.8644948,449.9113271,111.9355361,82.54184213,192.0950244,85.86869668,125.2623907,66.83263376,264.6368666,152.7013304,192.0950244,29,kʰam̥p,asp,a,low,front,unrounded,m̥,nasal,labial,yes,mono,cvnc,moustache,n,c,cc
151,jj04,136,kagga,463.6720748,491.7687075,90.69813784,100.6981378,157.324263,NA,NA,157.324263,248.0224009,157.324263,NA,26,kʰakka,asp,a,low,front,unrounded,kk,stop,velar,no,di,cvccv,barrel,n,c,cc
152,shg05,123,hefna,333.3982384,349.7000098,37.98296864,47.98296864,41.4550923,NA,NA,41.4550923,79.43806094,41.4550923,NA,53,hepna,fri,e,mid,front,unrounded,p,stop,labial,no,di,cvccv,avenge,v,x,cx
153,tt01,18,kopp,60.08237501,548.3392722,82.26672095,79.79633442,229.2972216,98.55774969,111.0281362,118.2690854,299.093556,216.8268351,229.2972216,5,kʰoʰp,asp,o,mid,back,round,ʰp,stop,labial,yes,mono,cvcc,chamber pot,n,c,cc
154,bte03,112,kubb,629.8449546,489.2991136,88.1984127,98.1984127,219.6439909,NA,NA,219.6439909,307.8424036,219.6439909,NA,6,cʰʏpp,asp,ʏ,high,front,round,pp,stop,labial,no,mono,cvcc,block of wood,n,c,cc
155,tt01,117,punda,354.8827907,479.1945518,194.2868712,98.25854656,191.2880158,0,106.0283247,85.25969118,279.5465624,85.25969118,191.2880158,40,pʰʏnta,asp,ʏ,high,front,round,n,nasal,coronal,no,di,cvncv,pound,n,c,cc
156,shg05,159,tipla,420.966746,411.443463,65.94373583,58.28962916,133.4065632,49.75094482,67.40505149,66.00151172,181.6961924,115.7524565,133.4065632,60,tʰɪʰpla,asp,ɪ,high,front,unrounded,ʰp,stop,labial,yes,di,cvccv,tiptoe,v,x,cx
157,brs02,126,gelta,406.3382625,507.593573,141.4529059,118.4744708,190.7547093,48.55777973,81.53621488,109.2184944,299.22918,157.7762741,190.7547093,47,cel̥ta,nasp,e,mid,front,unrounded,l̥,lateral,coronal,yes,di,cvlcv,bark,v,c,cc
158,shg05,109,punda,300.5570707,405.5937463,177.7738473,80.83107021,158.4663707,0,106.9427771,51.52359356,229.2974409,51.52359356,158.4663707,40,pʰʏnta,asp,ʏ,high,front,round,n,nasal,coronal,no,di,cvncv,pound,n,c,cc
159,shg05,36,kubb,99.91142857,274.9395314,67.7532124,77.7532124,82.91572184,NA,NA,82.91572184,150.6689342,82.91572184,NA,6,cʰʏpp,asp,ʏ,high,front,round,pp,stop,labial,no,mono,cvcc,block of wood,n,c,cc
160,tt01,54,kembt,172.815907,633.9909297,114.7490442,98.20760434,261.3488295,133.6713352,160.212775,101.1360544,349.5564338,234.8073896,261.3488295,33,cʰem̥t,asp,e,mid,front,unrounded,m̥,nasal,labial,yes,mono,cvcc,comb,v,c,cc
161,shg05,118,kembdi,321.4403803,391.82697,158.9613855,65.23627098,167.5935953,0,103.7251145,63.86848073,222.8298662,63.86848073,167.5935953,34,cʰemtɪ,asp,e,mid,front,unrounded,m,nasal,labial,no,di,cvccv,comb,v,c,cc
162,shg05,95,gelda,260.0267999,382.6423982,156.202056,87.41986458,184.5621423,19.07171202,97.85390347,86.70823885,261.9820069,105.7799509,184.5621423,48,celta,nasp,e,mid,front,unrounded,l,lateral,coronal,no,di,cvlcv,castrate,v,c,cc
163,jj04,2,kemba,38.29001134,407.5056689,146.4024403,84.80596693,140.0250448,0,71.59647342,68.42857143,214.8310118,68.42857143,140.0250448,38,cʰempa,asp,e,mid,front,unrounded,m,nasal,labial,no,di,cvncv,comb,v,c,cc
164,jj04,113,kopp,398.632619,449.6334089,88.67361663,85.60115151,204.2660335,77.76953206,90.84199718,113.4240363,279.867185,191.1935683,204.2660335,5,kʰoʰp,asp,o,mid,back,round,ʰp,stop,labial,yes,mono,cvcc,chamber pot,n,c,cc
165,jj04,28,kembdi,117.1415306,480.4409707,194.9648251,85.06397469,199.8822239,0,119.9008504,79.9813735,274.9461986,79.9813735,199.8822239,34,cʰemtɪ,asp,e,mid,front,unrounded,m,nasal,labial,no,di,cvccv,comb,v,c,cc
166,shg05,49,kembt,137.6655174,354.5765755,111.3938909,69.28739397,178.7171412,78.88728825,130.9937852,47.72335601,238.0045351,126.6106443,178.7171412,33,cʰem̥t,asp,e,mid,front,unrounded,m̥,nasal,labial,yes,mono,cvcc,comb,v,c,cc
167,brs02,110,kemba,357.4605137,526.6297165,226.686073,104.9539116,197.0904588,0,131.7321614,65.3582974,292.0443704,65.3582974,197.0904588,38,cʰempa,asp,e,mid,front,unrounded,m,nasal,labial,no,di,cvncv,comb,v,c,cc
168,tt01,100,kamp,303.997809,454.2564604,119.8323903,85.63706468,234.9625214,123.6016629,167.7969886,67.16553288,310.5995861,190.7671958,234.9625214,29,kʰam̥p,asp,a,low,front,unrounded,m̥,nasal,labial,yes,mono,cvnc,moustache,n,c,cc
169,brs02,45,kamp,166.2198974,454.8885916,119.7341804,109.1295772,187.7004373,101.7094017,122.314005,65.38643235,286.8300145,167.0958341,187.7004373,29,kʰam̥p,asp,a,low,front,unrounded,m̥,nasal,labial,yes,mono,cvnc,moustache,n,c,cc
170,tt01,17,kopp,57.23124943,508.30839,82.40988214,82.30685027,218.0279287,103.1025235,113.2055553,104.8223734,290.334779,207.9248969,218.0279287,5,kʰoʰp,asp,o,mid,back,round,ʰp,stop,labial,yes,mono,cvcc,chamber pot,n,c,cc
171,brs02,84,kagga,280.9668619,512.983053,83.90001669,93.90001669,142.7943485,NA,NA,142.7943485,226.6943652,142.7943485,NA,26,kʰakka,asp,a,low,front,unrounded,kk,stop,velar,no,di,cvccv,barrel,n,c,cc
172,shg05,35,kubb,97.1080583,310.872063,43.71027967,53.71027967,119.3188209,NA,NA,119.3188209,163.0291005,119.3188209,NA,6,cʰʏpp,asp,ʏ,high,front,round,pp,stop,labial,no,mono,cvcc,block of wood,n,c,cc
173,brs02,86,kagga,286.0958309,507.3907061,89.93556772,99.93556772,135.2798518,NA,NA,135.2798518,225.2154195,135.2798518,NA,26,kʰakka,asp,a,low,front,unrounded,kk,stop,velar,no,di,cvccv,barrel,n,c,cc
